customer_id,signup_date,city_tier,age_group,acquisition_channel,loyalty_tier,preferred_category,skin_type,marketing_consent
CUST00631,4/6/2024,Tier 1,35-44,Marketplace,Silver,Hair Care,Normal,No
CUST00632,4/16/2025,Tier 2,35-44,Referral,Gold,Baby Care,Oily,Yes
CUST00633,8/5/2025,Tier 3,18-24,Organic,None,Makeup,NA,Yes
CUST00634,7/1/2024,Tier 2,25-34,Google Search,None,Skin Care,Combination,No
CUST00635,5/3/2024,Tier 3,25-34,Marketplace,Gold,Wellness,Normal,Yes
CUST00636,5/16/2025,Tier 1,25-34,Google Search,Silver,Skin Care,Combination,No
CUST00637,2/11/2024,Tier 3,25-34,Marketplace,Silver,Makeup,Combination,Yes
CUST00638,3/22/2024,Tier 2,45+,Instagram,None,Wellness,Dry,Yes
CUST00639,2/16/2024,Tier 2,25-34,Google Search,None,Makeup,Sensitive,Yes
CUST00640,4/18/2025,Tier 1,18-24,Google Search,None,Fragrance,Sensitive,Yes
CUST00641,9/28/2024,Tier 3,25-34,Organic,None,Skin Care,Normal,Yes
CUST00642,2/8/2025,Tier 1,18-24,Referral,Silver,Fragrance,NA,Yes
CUST00643,1/4/2025,Tier 3,35-44,Marketplace,Silver,Skin Care,Dry,Yes
CUST00644,1/28/2024,Tier 2,18-24,Marketplace,None,Baby Care,Normal,Yes
CUST00645,1/23/2024,Tier 3,18-24,Marketplace,None,Hair Care,Oily,No
CUST00646,2/5/2025,Tier 1,18-24,Marketplace,Silver,Wellness,Combination,No
CUST00647,5/14/2025,Tier 2,25-34,Marketplace,Gold,Wellness,Combination,Yes
CUST00648,7/20/2025,Tier 3,18-24,Google Search,None,Hair Care,NA,Yes
CUST00649,7/15/2024,Tier 2,25-34,Referral,Silver,Makeup,Normal,No
CUST00650,2/3/2025,Tier 3,45+,Marketplace,Silver,Makeup,Dry,Yes
CUST00651,5/12/2024,Tier 1,18-24,Referral,Silver,Wellness,Combination,Yes
CUST00652,9/24/2024,Tier 1,25-34,Organic,Gold,Skin Care,Oily,Yes
CUST00653,5/13/2025,Tier 1,25-34,Google Search,None,Fragrance,Sensitive,No
CUST00654,4/16/2024,Tier 3,35-44,Referral,None,Fragrance,Oily,No
CUST00655,4/14/2024,Tier 1,35-44,Instagram,Silver,Fragrance,Sensitive,Yes
CUST00656,4/11/2024,Tier 1,18-24,Organic,None,Skin Care,Combination,No
CUST00657,10/20/2024,Tier 1,25-34,Google Search,Silver,Hair Care,NA,Yes
CUST00658,5/21/2024,Tier 1,35-44,Google Search,None,Fragrance,NA,Yes
CUST00659,6/13/2025,Tier 1,45+,Google Search,Platinum,Skin Care,Oily,Yes
CUST00660,8/11/2025,Tier 2,18-24,Marketplace,Silver,Hair Care,Sensitive,Yes
CUST00661,11/17/2024,Tier 1,45+,Google Search,None,Wellness,NA,Yes
CUST00662,3/28/2025,Tier 3,35-44,Organic,None,Skin Care,Sensitive,Yes
CUST00663,5/9/2024,Tier 2,25-34,Instagram,None,Hair Care,Sensitive,No
CUST00664,8/29/2025,Tier 3,25-34,Google Search,None,Hair Care,NA,Yes
CUST00665,2/18/2024,Tier 3,35-44,Referral,None,Skin Care,Sensitive,No
CUST00666,6/30/2025,Tier 1,35-44,Google Search,Silver,Fragrance,Normal,Yes
CUST00667,12/1/2024,Tier 1,25-34,Organic,None,Skin Care,Combination,No
CUST00668,5/2/2025,Tier 1,18-24,Marketplace,None,Baby Care,Combination,No
CUST00669,5/16/2025,Tier 1,35-44,Instagram,None,Hair Care,Combination,Yes
CUST00670,8/5/2024,Tier 1,25-34,Instagram,None,Wellness,Oily,Yes
CUST00671,2/11/2024,Tier 1,25-34,Google Search,None,Skin Care,Oily,No
CUST00672,11/8/2024,Tier 1,35-44,Organic,None,Skin Care,Sensitive,Yes
CUST00673,4/8/2025,Tier 3,45+,Referral,Silver,Baby Care,Dry,Yes
CUST00674,11/29/2024,Tier 2,18-24,Marketplace,None,Wellness,Sensitive,Yes
CUST00675,3/31/2024,Tier 2,35-44,Referral,Silver,Makeup,Normal,Yes
CUST00676,7/8/2025,Tier 1,25-34,Referral,None,Hair Care,Oily,Yes
CUST00677,7/29/2024,Tier 2,25-34,Organic,None,Fragrance,Normal,Yes
CUST00678,12/14/2024,Tier 1,25-34,Organic,None,Skin Care,Oily,No
CUST00679,4/1/2024,Tier 3,18-24,Marketplace,None,Wellness,Dry,Yes
CUST00680,2/26/2025,Tier 1,35-44,Influencer,Gold,Skin Care,Dry,No
CUST00681,1/29/2025,Tier 1,45+,Google Search,None,Skin Care,Oily,Yes
CUST00682,8/23/2025,Tier 1,35-44,Referral,Silver,Hair Care,Combination,Yes
CUST00683,5/25/2024,Tier 3,25-34,Organic,None,Hair Care,Normal,Yes
CUST00684,10/23/2024,Tier 1,25-34,Instagram,Gold,Skin Care,Sensitive,No
CUST00685,8/22/2025,Tier 1,35-44,Instagram,None,Skin Care,Oily,Yes
CUST00686,10/13/2024,Tier 1,35-44,Referral,Silver,Fragrance,Sensitive,Yes
CUST00687,11/25/2024,Tier 2,25-34,Marketplace,None,Makeup,NA,No
CUST00688,6/26/2024,Tier 3,25-34,Marketplace,Silver,Baby Care,NA,Yes
CUST00689,3/31/2025,Tier 1,35-44,Organic,Gold,Hair Care,Dry,No
CUST00690,1/14/2025,Tier 2,45+,Instagram,None,Skin Care,NA,Yes
CUST00691,8/14/2024,Tier 2,25-34,Google Search,None,Wellness,NA,Yes
CUST00692,4/23/2024,Tier 2,35-44,Referral,None,Baby Care,Normal,Yes
CUST00693,3/7/2024,Tier 3,18-24,Organic,Gold,Makeup,Sensitive,Yes
CUST00694,6/29/2025,Tier 2,25-34,Organic,None,Hair Care,NA,No
CUST00695,2/20/2025,Tier 2,25-34,Referral,None,Makeup,NA,Yes
CUST00696,1/6/2024,Tier 1,25-34,Organic,Silver,Wellness,Dry,No
CUST00697,6/17/2024,Tier 1,25-34,Marketplace,None,Hair Care,Oily,Yes
CUST00698,4/20/2024,Tier 3,25-34,Organic,Gold,Hair Care,Dry,No
CUST00699,4/2/2025,Tier 1,25-34,Instagram,None,Hair Care,NA,Yes
CUST00700,11/4/2024,Tier 2,25-34,Instagram,None,Skin Care,Combination,Yes
CUST00701,1/11/2024,Tier 2,25-34,Referral,Silver,Skin Care,NA,No
CUST00702,7/16/2024,Tier 1,18-24,Marketplace,Silver,Fragrance,Normal,Yes
CUST00703,3/31/2025,Tier 1,18-24,Instagram,None,Baby Care,Normal,No
CUST00704,5/29/2024,Tier 1,18-24,Google Search,None,Skin Care,Normal,Yes
CUST00705,7/26/2025,Tier 2,35-44,Instagram,None,Wellness,Oily,Yes
CUST00706,9/6/2025,Tier 3,35-44,Referral,None,Skin Care,Sensitive,Yes
CUST00707,8/12/2024,Tier 2,45+,Marketplace,None,Skin Care,Combination,No
CUST00708,7/29/2024,Tier 3,25-34,Instagram,None,Hair Care,Normal,Yes
CUST00709,1/3/2025,Tier 1,18-24,Instagram,None,Fragrance,NA,Yes
CUST00710,6/29/2024,Tier 3,35-44,Instagram,Silver,Hair Care,Oily,Yes
CUST00711,1/16/2025,Tier 3,35-44,Influencer,Platinum,Fragrance,NA,Yes
CUST00712,7/15/2024,Tier 2,25-34,Google Search,None,Baby Care,Oily,No
CUST00713,6/1/2024,Tier 1,25-34,Organic,Gold,Fragrance,Normal,No
CUST00714,3/7/2024,Tier 1,18-24,Organic,Silver,Hair Care,Normal,Yes
CUST00715,5/21/2025,Tier 2,25-34,Marketplace,Silver,Baby Care,Dry,Yes
CUST00716,11/9/2024,Tier 1,25-34,Instagram,Gold,Skin Care,Oily,Yes
CUST00717,8/20/2025,Tier 2,18-24,Google Search,None,Hair Care,Sensitive,No
CUST00718,8/27/2024,Tier 1,25-34,Influencer,None,Hair Care,Normal,Yes
CUST00719,3/14/2024,Tier 2,25-34,Google Search,Silver,Skin Care,NA,No
CUST00720,5/21/2024,Tier 2,45+,Marketplace,Gold,Skin Care,Sensitive,Yes
CUST00721,8/16/2025,Tier 1,35-44,Marketplace,Platinum,Wellness,Combination,Yes
CUST00722,8/24/2025,Tier 2,35-44,Marketplace,None,Makeup,Sensitive,No
CUST00723,3/25/2025,Tier 2,25-34,Google Search,None,Skin Care,NA,Yes
CUST00724,3/5/2025,Tier 2,25-34,Organic,Silver,Skin Care,Normal,Yes
CUST00725,12/4/2024,Tier 3,25-34,Influencer,None,Hair Care,Combination,Yes
CUST00726,4/21/2024,Tier 3,25-34,Marketplace,None,Skin Care,NA,Yes
CUST00727,7/10/2024,Tier 3,18-24,Google Search,None,Skin Care,Normal,Yes
CUST00728,2/24/2025,Tier 3,25-34,Instagram,None,Makeup,Combination,No
CUST00729,3/18/2025,Tier 2,35-44,Instagram,None,Hair Care,Dry,Yes
CUST00730,5/26/2024,Tier 3,25-34,Marketplace,None,Hair Care,Normal,No
CUST00731,10/21/2024,Tier 3,25-34,Google Search,Gold,Makeup,Combination,Yes
CUST00732,3/18/2025,Tier 3,25-34,Instagram,None,Hair Care,Oily,Yes
CUST00733,10/25/2024,Tier 1,35-44,Marketplace,Gold,Wellness,Combination,No
CUST00734,4/17/2024,Tier 2,25-34,Google Search,None,Skin Care,Oily,Yes
CUST00735,1/25/2025,Tier 1,25-34,Instagram,None,Skin Care,NA,No
CUST00736,3/10/2024,Tier 2,18-24,Marketplace,None,Hair Care,Sensitive,No
CUST00737,10/28/2024,Tier 2,18-24,Instagram,Silver,Skin Care,Sensitive,Yes
CUST00738,6/29/2025,Tier 2,18-24,Organic,Silver,Baby Care,NA,Yes
CUST00739,9/4/2025,Tier 2,18-24,Organic,Gold,Hair Care,Dry,Yes
CUST00740,7/15/2024,Tier 1,35-44,Influencer,None,Fragrance,NA,Yes
CUST00741,11/30/2024,Tier 2,25-34,Marketplace,Gold,Hair Care,Combination,Yes
CUST00742,2/15/2025,Tier 1,25-34,Instagram,None,Baby Care,Sensitive,Yes
CUST00743,11/4/2024,Tier 2,35-44,Influencer,Silver,Makeup,Normal,Yes
CUST00744,2/1/2025,Tier 3,35-44,Marketplace,None,Baby Care,NA,Yes
CUST00745,9/15/2025,Tier 2,45+,Referral,Silver,Hair Care,NA,No
CUST00746,11/12/2024,Tier 2,25-34,Google Search,None,Skin Care,Combination,Yes
CUST00747,9/4/2025,Tier 2,45+,Organic,None,Hair Care,Oily,Yes
CUST00748,1/25/2024,Tier 2,25-34,Google Search,None,Skin Care,NA,No
CUST00749,1/25/2025,Tier 1,25-34,Marketplace,None,Hair Care,Dry,Yes
CUST00750,6/26/2024,Tier 3,25-34,Influencer,None,Skin Care,NA,Yes
CUST00751,9/12/2025,Tier 1,25-34,Referral,Silver,Skin Care,Combination,Yes
CUST00752,3/27/2025,Tier 2,25-34,Referral,None,Wellness,Combination,Yes
CUST00753,11/3/2024,Tier 1,25-34,Marketplace,None,Hair Care,Combination,Yes
CUST00754,4/25/2025,Tier 3,18-24,Instagram,Gold,Makeup,Sensitive,Yes
CUST00755,1/17/2025,Tier 1,25-34,Influencer,None,Fragrance,Oily,Yes
CUST00756,9/18/2024,Tier 2,35-44,Google Search,Silver,Baby Care,Sensitive,Yes
CUST00757,9/5/2024,Tier 3,25-34,Google Search,Silver,Skin Care,NA,Yes
CUST00758,9/17/2024,Tier 2,25-34,Marketplace,None,Skin Care,Oily,Yes
CUST00759,3/23/2024,Tier 1,25-34,Referral,Gold,Skin Care,Sensitive,Yes
CUST00760,2/25/2025,Tier 3,35-44,Organic,None,Baby Care,Sensitive,No
CUST00761,11/11/2024,Tier 1,18-24,Referral,None,Makeup,Combination,Yes
CUST00762,1/18/2025,Tier 1,18-24,Referral,None,Skin Care,Normal,No
CUST00763,7/15/2024,Tier 3,25-34,Google Search,Silver,Baby Care,NA,Yes
CUST00764,12/16/2024,Tier 1,18-24,Referral,Silver,Skin Care,Sensitive,No
CUST00765,4/9/2024,Tier 3,18-24,Google Search,None,Wellness,Sensitive,No
CUST00766,1/14/2025,Tier 1,35-44,Google Search,None,Hair Care,Combination,Yes
CUST00767,4/12/2024,Tier 3,18-24,Google Search,Gold,Wellness,Oily,Yes
CUST00768,9/11/2024,Tier 2,25-34,Marketplace,None,Hair Care,Dry,Yes
CUST00769,1/3/2025,Tier 3,35-44,Marketplace,Silver,Skin Care,Combination,Yes
CUST00770,5/2/2025,Tier 3,45+,Influencer,Silver,Skin Care,Dry,Yes
CUST00771,5/31/2025,Tier 2,18-24,Instagram,Gold,Wellness,Combination,Yes
CUST00772,9/3/2024,Tier 1,25-34,Influencer,Silver,Skin Care,NA,Yes
CUST00773,10/14/2024,Tier 1,25-34,Referral,Gold,Skin Care,Dry,No
CUST00774,12/6/2024,Tier 3,35-44,Organic,Silver,Baby Care,Combination,No
CUST00775,7/29/2025,Tier 2,45+,Instagram,None,Skin Care,Oily,Yes
CUST00776,4/28/2024,Tier 1,25-34,Google Search,None,Makeup,Sensitive,Yes
CUST00777,11/23/2024,Tier 3,35-44,Influencer,None,Makeup,Normal,Yes
CUST00778,5/28/2024,Tier 1,35-44,Instagram,Silver,Skin Care,Sensitive,Yes
CUST00779,9/5/2025,Tier 2,25-34,Marketplace,None,Fragrance,Normal,Yes
CUST00780,1/20/2025,Tier 3,18-24,Instagram,Silver,Fragrance,Dry,Yes
CUST00781,5/14/2025,Tier 1,35-44,Organic,Gold,Skin Care,Oily,Yes
CUST00782,2/4/2025,Tier 2,25-34,Google Search,Silver,Skin Care,Normal,Yes
CUST00783,2/25/2024,Tier 2,35-44,Referral,None,Skin Care,NA,Yes
CUST00784,7/19/2024,Tier 1,35-44,Marketplace,None,Makeup,Dry,Yes
CUST00785,2/27/2024,Tier 3,18-24,Instagram,None,Wellness,NA,Yes
CUST00786,9/7/2024,Tier 1,18-24,Referral,Silver,Wellness,NA,No
CUST00787,4/1/2024,Tier 3,35-44,Marketplace,None,Baby Care,Sensitive,Yes
CUST00788,6/5/2025,Tier 2,25-34,Influencer,None,Makeup,Oily,No
CUST00789,3/20/2025,Tier 1,25-34,Google Search,Silver,Fragrance,Normal,Yes
CUST00790,7/3/2025,Tier 2,35-44,Instagram,Gold,Baby Care,NA,Yes
CUST00791,7/4/2024,Tier 2,35-44,Instagram,None,Hair Care,Oily,Yes
CUST00792,2/5/2024,Tier 1,18-24,Google Search,Platinum,Skin Care,NA,Yes
CUST00793,10/27/2024,Tier 2,25-34,Referral,Silver,Baby Care,Sensitive,Yes
CUST00794,2/15/2024,Tier 1,25-34,Google Search,Gold,Wellness,Normal,Yes
CUST00795,3/8/2025,Tier 1,18-24,Google Search,Gold,Hair Care,Oily,No
CUST00796,7/27/2024,Tier 2,18-24,Influencer,Silver,Skin Care,Sensitive,Yes
CUST00797,6/6/2024,Tier 3,25-34,Google Search,Platinum,Skin Care,Sensitive,Yes
CUST00798,4/1/2024,Tier 1,25-34,Google Search,Gold,Skin Care,Oily,Yes
CUST00799,5/6/2024,Tier 2,18-24,Google Search,Gold,Hair Care,Normal,Yes
CUST00800,4/11/2024,Tier 1,35-44,Influencer,None,Hair Care,NA,Yes
CUST00801,2/16/2025,Tier 1,25-34,Instagram,None,Skin Care,Dry,Yes
CUST00802,1/14/2025,Tier 1,35-44,Marketplace,Silver,Skin Care,Sensitive,No
CUST00803,8/22/2024,Tier 3,25-34,Influencer,None,Hair Care,Oily,Yes
CUST00804,8/12/2025,Tier 2,18-24,Referral,None,Fragrance,Combination,Yes
CUST00805,6/29/2025,Tier 1,35-44,Marketplace,Gold,Makeup,NA,Yes
CUST00806,6/24/2025,Tier 1,35-44,Referral,None,Wellness,Normal,No
CUST00807,12/27/2024,Tier 2,45+,Google Search,None,Skin Care,NA,Yes
CUST00808,11/2/2024,Tier 1,25-34,Instagram,Silver,Hair Care,Sensitive,No
CUST00809,4/19/2025,Tier 3,35-44,Instagram,None,Hair Care,Sensitive,Yes
CUST00810,12/29/2024,Tier 2,18-24,Instagram,None,Fragrance,Combination,Yes
CUST00811,8/19/2024,Tier 1,25-34,Google Search,Gold,Baby Care,Sensitive,Yes
CUST00812,12/28/2024,Tier 1,35-44,Organic,Silver,Skin Care,Sensitive,Yes
CUST00813,6/13/2024,Tier 3,35-44,Influencer,Platinum,Skin Care,Combination,Yes
CUST00814,2/13/2025,Tier 3,25-34,Organic,None,Skin Care,Oily,No
CUST00815,8/30/2024,Tier 3,18-24,Referral,Silver,Skin Care,Combination,Yes
CUST00816,6/5/2024,Tier 1,35-44,Google Search,None,Skin Care,NA,Yes
CUST00817,4/15/2024,Tier 2,35-44,Instagram,Platinum,Baby Care,NA,Yes
CUST00818,7/15/2024,Tier 2,45+,Marketplace,None,Skin Care,Combination,Yes
CUST00819,3/12/2025,Tier 2,25-34,Marketplace,None,Skin Care,Sensitive,No
CUST00820,7/5/2024,Tier 1,18-24,Marketplace,None,Hair Care,Normal,Yes
CUST00821,11/7/2024,Tier 2,18-24,Marketplace,Silver,Skin Care,Sensitive,No
CUST00822,1/15/2025,Tier 1,25-34,Marketplace,None,Skin Care,NA,No
CUST00823,7/14/2024,Tier 2,18-24,Instagram,Gold,Baby Care,Sensitive,No
CUST00824,2/14/2024,Tier 1,18-24,Marketplace,Gold,Makeup,Normal,No
CUST00825,3/22/2025,Tier 1,18-24,Influencer,None,Skin Care,Normal,Yes
CUST00826,3/3/2024,Tier 2,35-44,Marketplace,None,Makeup,Normal,No
CUST00827,2/3/2025,Tier 1,25-34,Instagram,None,Skin Care,NA,Yes
CUST00828,6/21/2025,Tier 3,25-34,Google Search,None,Skin Care,Dry,Yes
CUST00829,10/11/2024,Tier 1,45+,Organic,Silver,Skin Care,Dry,Yes
CUST00830,1/12/2025,Tier 3,25-34,Organic,None,Skin Care,Normal,Yes
CUST00831,12/30/2024,Tier 3,18-24,Instagram,Platinum,Baby Care,Normal,Yes
CUST00832,9/10/2025,Tier 3,25-34,Instagram,None,Baby Care,Combination,Yes
CUST00833,5/5/2025,Tier 1,18-24,Instagram,Gold,Skin Care,Combination,No
CUST00834,6/30/2024,Tier 2,35-44,Instagram,None,Hair Care,Combination,No
CUST00835,1/13/2024,Tier 1,25-34,Instagram,Gold,Makeup,NA,No
CUST00836,9/6/2025,Tier 3,18-24,Influencer,None,Makeup,Sensitive,No
CUST00837,3/30/2025,Tier 1,35-44,Referral,None,Baby Care,Sensitive,Yes
CUST00838,10/30/2024,Tier 3,18-24,Google Search,None,Skin Care,Dry,Yes
CUST00839,1/28/2025,Tier 2,35-44,Influencer,None,Wellness,Dry,Yes
CUST00840,5/1/2024,Tier 3,25-34,Instagram,None,Skin Care,Combination,Yes
CUST00841,11/4/2024,Tier 1,25-34,Organic,None,Hair Care,Sensitive,No
CUST00842,1/3/2024,Tier 3,35-44,Organic,None,Skin Care,Combination,No
CUST00843,8/14/2025,Tier 2,25-34,Instagram,None,Skin Care,Combination,Yes
CUST00844,9/8/2025,Tier 1,35-44,Organic,Silver,Skin Care,Combination,Yes
CUST00845,8/23/2024,Tier 2,25-34,Referral,None,Makeup,NA,Yes
CUST00846,1/18/2024,Tier 2,25-34,Instagram,None,Wellness,Sensitive,No
CUST00847,5/27/2024,Tier 2,35-44,Influencer,None,Skin Care,Dry,Yes
CUST00848,1/21/2025,Tier 2,35-44,Referral,None,Skin Care,Normal,Yes
CUST00849,1/9/2025,Tier 1,18-24,Instagram,Gold,Hair Care,Dry,Yes
CUST00850,4/26/2025,Tier 1,25-34,Organic,Silver,Skin Care,Dry,Yes
CUST00851,6/13/2024,Tier 3,18-24,Marketplace,Gold,Baby Care,Sensitive,No
CUST00852,6/9/2024,Tier 1,25-34,Google Search,Gold,Makeup,Combination,Yes
CUST00853,7/26/2025,Tier 1,25-34,Marketplace,None,Baby Care,Combination,No
CUST00854,7/18/2024,Tier 1,25-34,Google Search,Silver,Hair Care,Dry,Yes
CUST00855,11/12/2024,Tier 1,18-24,Influencer,None,Skin Care,Normal,Yes
CUST00856,11/18/2024,Tier 1,18-24,Influencer,Silver,Wellness,Normal,Yes
CUST00857,4/9/2024,Tier 3,25-34,Referral,None,Makeup,Oily,Yes
CUST00858,10/24/2024,Tier 2,18-24,Instagram,Silver,Wellness,Dry,No
CUST00859,6/13/2024,Tier 2,45+,Influencer,Silver,Baby Care,Sensitive,Yes
CUST00860,3/17/2025,Tier 2,18-24,Marketplace,None,Wellness,Normal,Yes
CUST00861,1/16/2024,Tier 3,18-24,Referral,Platinum,Makeup,Oily,Yes
CUST00862,3/10/2024,Tier 1,25-34,Instagram,None,Makeup,Sensitive,No
CUST00863,5/23/2024,Tier 3,45+,Referral,None,Skin Care,Combination,No
CUST00864,11/17/2024,Tier 2,25-34,Referral,None,Fragrance,NA,Yes
CUST00865,7/28/2025,Tier 3,18-24,Google Search,None,Hair Care,Oily,Yes
CUST00866,4/24/2025,Tier 3,25-34,Referral,None,Makeup,Combination,No
CUST00867,9/10/2025,Tier 2,25-34,Referral,None,Skin Care,Dry,No
CUST00868,9/7/2025,Tier 1,35-44,Organic,Silver,Wellness,Dry,Yes
CUST00869,10/3/2024,Tier 1,25-34,Instagram,None,Skin Care,NA,Yes
CUST00870,7/7/2024,Tier 1,35-44,Influencer,None,Makeup,Dry,Yes
CUST00871,6/13/2024,Tier 2,45+,Influencer,None,Fragrance,Normal,No
CUST00872,5/28/2024,Tier 3,25-34,Influencer,Silver,Makeup,Sensitive,Yes
CUST00873,11/20/2024,Tier 3,18-24,Google Search,None,Skin Care,Combination,No
CUST00874,8/15/2025,Tier 1,18-24,Influencer,None,Baby Care,Dry,Yes
CUST00875,8/13/2025,Tier 1,45+,Google Search,None,Hair Care,Oily,Yes
CUST00876,12/26/2024,Tier 2,35-44,Influencer,None,Wellness,Combination,Yes
CUST00877,1/25/2025,Tier 2,25-34,Marketplace,Silver,Makeup,Oily,No
CUST00878,2/25/2025,Tier 2,18-24,Marketplace,None,Baby Care,Normal,Yes
CUST00879,8/16/2024,Tier 2,35-44,Instagram,Gold,Wellness,Sensitive,No
CUST00880,2/9/2025,Tier 1,18-24,Instagram,None,Fragrance,Sensitive,Yes
CUST00881,1/5/2024,Tier 1,45+,Instagram,None,Hair Care,Normal,No
CUST00882,3/16/2025,Tier 3,25-34,Instagram,Silver,Fragrance,Normal,Yes
CUST00883,2/16/2025,Tier 2,45+,Referral,None,Fragrance,Normal,Yes
CUST00884,9/23/2024,Tier 1,35-44,Google Search,None,Skin Care,Oily,Yes
CUST00885,3/21/2024,Tier 1,25-34,Marketplace,Platinum,Baby Care,Sensitive,Yes
CUST00886,9/8/2024,Tier 3,35-44,Google Search,None,Skin Care,Oily,No
CUST00887,4/15/2024,Tier 3,18-24,Instagram,None,Skin Care,Dry,Yes
CUST00888,2/4/2025,Tier 3,18-24,Google Search,None,Baby Care,Dry,Yes
CUST00889,6/13/2024,Tier 1,18-24,Instagram,None,Baby Care,Oily,Yes
CUST00890,9/6/2025,Tier 1,25-34,Marketplace,Gold,Skin Care,Oily,Yes
CUST00891,1/8/2025,Tier 1,18-24,Google Search,None,Makeup,Dry,Yes
CUST00892,7/18/2025,Tier 2,25-34,Organic,None,Wellness,Dry,Yes
CUST00893,2/6/2025,Tier 3,18-24,Marketplace,None,Skin Care,NA,Yes
CUST00894,11/22/2024,Tier 2,25-34,Referral,None,Hair Care,NA,No
CUST00895,9/16/2024,Tier 1,25-34,Organic,Silver,Wellness,Sensitive,Yes
CUST00896,7/9/2024,Tier 1,25-34,Marketplace,None,Makeup,Oily,Yes
CUST00897,8/4/2025,Tier 3,35-44,Referral,None,Baby Care,Normal,Yes
CUST00898,3/17/2024,Tier 2,25-34,Marketplace,None,Fragrance,Dry,Yes
CUST00899,3/7/2025,Tier 2,18-24,Marketplace,Silver,Skin Care,Oily,Yes
CUST00900,4/17/2025,Tier 3,25-34,Google Search,Gold,Wellness,Oily,Yes
CUST00901,3/1/2025,Tier 1,35-44,Marketplace,None,Baby Care,Sensitive,Yes
CUST00902,5/20/2025,Tier 3,35-44,Instagram,None,Baby Care,Oily,Yes
CUST00903,3/22/2025,Tier 1,25-34,Marketplace,Silver,Fragrance,Normal,No
CUST00904,2/14/2024,Tier 3,18-24,Instagram,None,Baby Care,Combination,Yes
CUST00905,5/9/2024,Tier 1,25-34,Marketplace,Gold,Fragrance,NA,Yes
CUST00906,5/16/2025,Tier 1,45+,Marketplace,None,Skin Care,Sensitive,Yes
CUST00907,7/29/2024,Tier 1,35-44,Referral,None,Makeup,Combination,No
CUST00908,8/27/2025,Tier 2,35-44,Google Search,Gold,Makeup,NA,Yes
CUST00909,1/7/2025,Tier 2,25-34,Marketplace,None,Hair Care,Oily,Yes
CUST00910,4/14/2024,Tier 3,18-24,Marketplace,None,Fragrance,Dry,Yes
CUST00911,5/1/2024,Tier 1,45+,Referral,None,Hair Care,Normal,Yes
CUST00912,1/26/2025,Tier 2,35-44,Google Search,None,Baby Care,Normal,Yes
CUST00913,9/11/2024,Tier 1,45+,Instagram,None,Skin Care,Oily,Yes
CUST00914,2/18/2025,Tier 1,25-34,Marketplace,Gold,Skin Care,Dry,Yes
CUST00915,10/21/2024,Tier 1,35-44,Referral,Silver,Hair Care,Sensitive,No
CUST00916,6/19/2024,Tier 3,18-24,Instagram,None,Hair Care,Sensitive,Yes
CUST00917,1/10/2024,Tier 3,25-34,Marketplace,None,Skin Care,Oily,Yes
CUST00918,8/21/2024,Tier 1,25-34,Instagram,None,Hair Care,NA,Yes
CUST00919,5/13/2025,Tier 2,25-34,Organic,None,Hair Care,Normal,No
CUST00920,4/25/2024,Tier 2,25-34,Marketplace,None,Hair Care,Dry,Yes
CUST00921,3/17/2025,Tier 2,25-34,Instagram,Gold,Baby Care,Sensitive,No
CUST00922,6/23/2025,Tier 3,18-24,Google Search,None,Baby Care,Sensitive,Yes
CUST00923,5/5/2024,Tier 2,25-34,Influencer,Silver,Skin Care,Oily,Yes
CUST00924,10/23/2024,Tier 2,25-34,Google Search,None,Makeup,Oily,Yes
CUST00925,5/15/2025,Tier 2,25-34,Marketplace,None,Skin Care,Sensitive,No
CUST00926,7/28/2025,Tier 1,18-24,Google Search,Platinum,Skin Care,Normal,No
CUST00927,9/11/2024,Tier 2,35-44,Referral,Platinum,Skin Care,Sensitive,No
CUST00928,11/26/2024,Tier 1,35-44,Organic,None,Hair Care,Dry,Yes
CUST00929,7/12/2025,Tier 3,18-24,Organic,None,Baby Care,NA,Yes
CUST00930,3/13/2025,Tier 3,25-34,Referral,Gold,Skin Care,Combination,Yes
CUST00931,8/17/2025,Tier 1,25-34,Referral,None,Skin Care,Combination,Yes
CUST00932,6/14/2025,Tier 1,25-34,Instagram,Gold,Baby Care,Sensitive,Yes
CUST00933,3/3/2024,Tier 2,18-24,Referral,Silver,Makeup,Normal,Yes
CUST00934,6/7/2024,Tier 1,25-34,Influencer,None,Hair Care,NA,Yes
CUST00935,6/16/2025,Tier 1,18-24,Referral,Gold,Hair Care,Oily,No
CUST00936,8/28/2024,Tier 2,35-44,Organic,Silver,Fragrance,Normal,Yes
CUST00937,9/3/2024,Tier 2,18-24,Referral,None,Skin Care,NA,Yes
CUST00938,1/30/2025,Tier 1,35-44,Google Search,None,Skin Care,Combination,Yes
CUST00939,3/31/2025,Tier 3,18-24,Influencer,None,Makeup,Sensitive,Yes
CUST00940,8/3/2024,Tier 2,25-34,Google Search,None,Baby Care,Sensitive,Yes
CUST00941,5/23/2024,Tier 2,25-34,Google Search,None,Wellness,NA,Yes
CUST00942,6/3/2025,Tier 2,35-44,Instagram,None,Wellness,Sensitive,Yes
CUST00943,6/11/2024,Tier 2,25-34,Referral,Silver,Hair Care,Dry,No
CUST00944,6/27/2024,Tier 1,35-44,Influencer,Gold,Skin Care,Sensitive,Yes
CUST00945,9/13/2025,Tier 1,25-34,Instagram,None,Hair Care,Dry,No
